tmdb_id,title,release_date,genres,budget,revenue,runtime,popularity,vote_average,vote_count,original_language,tagline,overview,cast_names,cast_ids,release_year
296098,Bridge of Spies,2015-10-15,Thriller|Drama,40000000,165478348,141,5.9787,7.238,7234,en,"In the shadow of war, one man showed the world what we stood for.","During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",Tom Hanks|Mark Rylance|Amy Ryan|Alan Alda|Sebastian Koch,31|40900|39388|21278|8197,2015
296099,Vacation,2015-07-28,Comedy|Adventure,31000000,104400000,99,5.3053,6.306,3950,en,What could go wrong?,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",Ed Helms|Christina Applegate|Skyler Gisondo|Steele Stebbins|Chris Hemsworth,27105|18979|61263|1286744|74568,2015
263341,"Crouching Tiger, Hidden Dragon: Sword of Destiny",2016-02-18,Action|Adventure|Drama,20000000,38659039,100,3.01,6.159,712,en,The past returns with a vengeance.,"A story of lost love, young love, a legendary sword and one last opportunity at redemption.",Donnie Yen|Michelle Yeoh|Jason Scott Lee|Natasha Liu Bordizzo|Harry Shum Jr.,1341|1620|58319|1583307|232499,2016
984249,Ruthless,2023-12-14,Action|Thriller,0,0,93,2.6738,6.508,133,en,Break bones first. Ask questions later.,"A high school coach, whose teenage daughter was murdered, takes matters into his own hands by going after the men who kidnap his students for their sex trafficking operation.",Dermot Mulroney|Jeff Fahey|Melissa Diaz|Mauricio Mendoza|Niko Foster,20212|20495|3614574|1314891|1307722,2023
951491,Saw X,2023-09-27,Horror|Mystery,13000000,125319714,118,5.5697,7.171,2329,en,Witness the return of Jigsaw.,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",Tobin Bell|Shawnee Smith|Synnøve Macody Lund|Steven Brand|Renata Vaca,2144|2138|559207|57340|2153290,2023
328901,The Benefactor,2015-12-23,Drama,0,2159380,90,2.0854,4.8,253,en,His help comes at a price.,"A newly married couple are forced to navigate the all-consuming interest of a powerful, mysterious, and possessive philanthropist.",Richard Gere|Dakota Fanning|Theo James|Dylan Baker|Cheryl Hines,1205|501|587020|19152|57854,2015
33994,ivans xtc.,2000-09-12,Drama,0,47027,94,1.6612,5.2,26,en,There's a fine line between success and excess,"Ivan Beckman, Hollywood's most sought-after talent agent, the darling and crown prince of La La Land, is dead. How and why did it happen? Was it drugs, murder, or perhaps something altogether more mundane? We begin with an ending and then catapult back a number of days to the apex of Ivan's brilliant career as he bags international megastar Don West onto his company's books. We then follow Ivan through the highs, lows, and extreme excesses of his final days.",Danny Huston|Peter Weller|Lisa Enos|Joanne Duckman|Angela Featherstone,6413|27811|89463|2856947|15276,2000
33997,Desert Flower,2009-09-24,Drama,0,14682943,120,1.8881,7.587,475,en,The extraordinary true story of the woman who crossed the desert and changed the world.,"The autobiography of a Somalian nomad who was sold in marriage at 13, fled from Africa a while later to become finally an American supermodel and is now at the age of 38, the UN spokeswoman against female genital mutilation.",Liya Kebede|Sally Hawkins|Craig Parkinson|Meera Syal|Anthony Mackie,111662|39658|45050|6975|53650,2009
459992,Long Shot,2019-05-02,Comedy|Romance,40000000,0,125,3.2166,6.7,2860,en,Unlikely but not impossible.,"Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter — much to the dismay of her trusted advisers.",Charlize Theron|Seth Rogen|O'Shea Jackson Jr.|June Diane Raphael|Ravi Patel,6885|19274|1371398|83873|206485,2019
1246,Rocky Balboa,2006-12-20,Drama,24000000,155929020,102,5.1665,6.876,3765,en,It ain't over 'til it's over.,"When he loses a highly publicized virtual boxing match to ex-champ Rocky Balboa, reigning heavyweight titleholder Mason Dixon retaliates by challenging the Italian Stallion to a 10-round exhibition bout. To the surprise of his son and friends, Rocky agrees to come out of retirement and face an opponent who's faster, stronger and thirty years his junior. Rocky takes on Dixon in what will become the greatest fight in boxing history!",Sylvester Stallone|Burt Young|Antonio Tarver|Geraldine Hughes|Milo Ventimiglia,16483|4521|16507|16502|16501,2006
1247,The Good Shepherd,2006-12-11,Drama|Thriller|History,85000000,100266865,167,2.7474,6.349,1275,en,"Edward Wilson believed in America, and he would sacrifice everything he loved to protect it.","Edward Wilson, the only witness to his father's suicide and member of the Skull and Bones Society while a student at Yale, is a morally upright young man who values honor and discretion, qualities that help him to be recruited for a career in the newly founded OSS. His dedication to his work does not come without a price though, leading him to sacrifice his ideals and eventually his family.",Matt Damon|Angelina Jolie|Robert De Niro|Alec Baldwin|William Hurt,1892|11701|380|7447|227,2006
34016,She's Out of My League,2010-03-11,Romance|Comedy,20000000,49800000,104,5.1844,6.484,2312,en,"When she's this hot, You get one shot.","When he starts dating drop-dead gorgeous Molly, insecure airport security agent Kirk can't believe it. As his friends and family share their doubts about the relationship lasting, Kirk does everything he can to avoid losing Molly forever.",Jay Baruchel|Alice Eve|T.J. Miller|Nate Torrence|Mike Vogel,449|59860|51990|41565|6858,2010
1249,Hollywoodland,2006-08-31,Crime|Drama|Mystery,0,16803753,126,2.5944,6.1,441,en,"In a town full of fiction, everyone has a version of the truth.","When Hollywood superstar George Reeves dies in his home, private detective Louis Simo is hired to investigate his death and gets caught in a web of lies involving a big studio executive's wife. Based on a true story.",Adrien Brody|Diane Lane|Ben Affleck|Bob Hoskins|Robin Tunney,3490|2882|880|382|17346,2006
1250,Ghost Rider,2007-01-15,Thriller|Action|Fantasy,110000000,228738393,114,8.9034,5.592,6395,en,Long ago he made a deal to save someone he loved.,"In order to save his dying father, young stunt cyclist Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",Nicolas Cage|Eva Mendes|Sam Elliott|Wes Bentley|Peter Fonda,2963|8170|16431|8210|8949,2007
1251,Letters from Iwo Jima,2006-12-09,Action|Drama|War,19000000,68673228,141,3.4349,7.476,2247,en,The battle of Iwo Jima seen through the eyes of the Japanese soldiers.,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.",Ken Watanabe|Kazunari Ninomiya|Tsuyoshi Ihara|Ryo Kase|Shido Nakamura,3899|33515|33516|33517|72202,2006
1252,Lonely Hearts,2006-04-30,Drama|Thriller|Crime|Romance,18000000,2520000,108,1.7779,6.0,372,en,True love can be murder.,"In the late 1940s, a murderous couple known as the 'The Lonely Hearts Killers' kills close to a dozen people. Two detectives try to nab the duo who find their targets via the personals in the paper.",John Travolta|James Gandolfini|Jared Leto|Salma Hayek Pinault|Scott Caan,8891|4691|7499|3136|1894,2006
820446,Downton Abbey: A New Era,2022-04-27,Drama|Romance,40000000,92651384,124,2.499,7.194,602,en,A cinematic return.,"The Crawley family goes on a grand journey to the south of France to uncover the mystery of the dowager countess's newly inherited villa. Meanwhile, a Hollywood director seeks to film his latest production at Downton.",Hugh Bonneville|Maggie Smith|Jim Carter|Michelle Dockery|Elizabeth McGovern,19923|10978|20070|70904|4513,2022
722149,Luther: The Fallen Sun,2023-02-24,Crime|Mystery|Thriller,0,0,129,2.5393,6.632,1077,en,,"A gruesome serial killer is terrorizing London while brilliant but disgraced detective John Luther sits behind bars. Haunted by his failure to capture the cyber psychopath who now taunts him, Luther decides to break out of prison to finish the job by any means necessary.",Idris Elba|Cynthia Erivo|Andy Serkis|Dermot Crowley|Thomas Coombes,17605|1765068|1333|17484|578692,2023
1257,Because I Said So,2007-02-02,Romance|Comedy,0,69485490,102,2.137,5.9,664,en,"She's just your normal, overprotective, overbearing, over-the-top mother.","In an effort to prevent family history from repeating itself, meddlesome mom Daphne Wilder attempts to set up her youngest daughter, Milly, with Mr. Right. Meanwhile, her other daughters try to keep their mom's good intentions under control.",Diane Keaton|Mandy Moore|Gabriel Macht|Tom Everett Scott|Lauren Graham,3092|16855|16856|16857|16858,2007
1259,Notes on a Scandal,2006-12-25,Drama|Romance,15000000,49814392,92,2.8313,7.09,978,en,One woman's mistake is another's opportunity.,"A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",Judi Dench|Cate Blanchett|Bill Nighy|Andrew Simpson|Phil Davis,5309|112|2440|37049|26854,2006
1262,Stranger Than Fiction,2006-11-10,Drama|Comedy|Romance|Fantasy,30000000,53653224,113,2.559,7.287,2506,en,Harold Crick isn't ready to go. Period.,Harold Crick is a lonely IRS agent whose mundane existence is transformed when he hears a mysterious voice narrating his life.,Will Ferrell|Maggie Gyllenhaal|Dustin Hoffman|Emma Thompson|Queen Latifah,23659|1579|4483|7056|15758,2006
1265,Bridge to Terabithia,2007-02-15,Adventure|Drama|Family,60000000,137587063,95,8.2162,7.307,5167,en,"Discover a place that will never leave you, and a friendship that will change you forever.","Jesse Aarons trained all summer to become the fastest runner in school. So he's very upset when newcomer Leslie Burke outruns him and everyone else. Despite this and other differences including that she's rich, he's poor, she's a city girl, and he's a country boy the two become fast friends. Together they create Terabithia, a land of monsters, trolls, ogres, and giants where they rule as king and queen.",Josh Hutcherson|AnnaSophia Robb|Zooey Deschanel|Robert Patrick|Bailee Madison,27972|1285|11664|418|54479,2007
1266,Street Kings,2008-04-10,Action|Crime|Drama|Thriller,20000000,66476363,109,4.2069,6.636,1651,en,Their city. Their rules. No prisoners.,"Tom Ludlow is a disillusioned L.A. Police Officer, rarely playing by the rules and haunted by the death of his wife. When evidence implicates him in the execution of a fellow officer, he is forced to go up against the cop culture he's been a part of his entire career, ultimately leading him to question the loyalties of everyone around him.",Keanu Reeves|Forest Whitaker|Chris Evans|Hugh Laurie|Naomie Harris,6384|2178|16828|41419|2038,2008
1267,Meet the Robinsons,2007-03-23,Animation|Comedy|Family|Science Fiction|Adventure,150000000,169332978,95,5.0052,6.932,3095,en,"If you think your family's different, wait 'til you meet the family of the future.","Lewis, a brilliant young inventor, is keen on creating a time machine to find his mother, who abandoned him in an orphanage. Things take a turn when he meets Wilbur Robinson and his family.",Daniel Hansen|Jordan Fry|Wesley Singerman|Matthew Josten|Stephen J. Anderson,155988|1290|124665|61428|16842,2007
1268,Mr. Bean's Holiday,2007-03-22,Family|Comedy,25000000,232225908,90,3.4237,6.382,3079,en,Disaster is just a small step away.,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",Rowan Atkinson|Willem Dafoe|Maxim Baldry|Karel Roden|Emma de Caunes,10730|5293|16373|10841|4286,2007
460019,Truth or Dare,2018-04-12,Thriller|Horror,3500000,95330493,101,3.2057,5.937,4195,en,"First you play the game, then the game plays you.","A harmless game of ""Truth or Dare"" among friends turns deadly when someone—or something—begins to punish those who tell a lie—or refuse the dare.",Nolan Gerard Funk|Lucy Hale|Violett Beane|Tyler Posey|Hayden Szeto,82819|205307|1515230|53280|1560379,2018
787699,Wonka,2023-12-06,Comedy|Family|Fantasy,125000000,634502312,117,9.0655,7.042,4334,en,Every good thing in this world started with a dream.,"Willy Wonka – chock-full of ideas and determined to change the world one delectable bite at a time – is proof that the best things in life begin with a dream, and if you’re lucky enough to meet Willy Wonka, anything is possible.",Timothée Chalamet|Calah Lane|Keegan-Michael Key|Hugh Grant|Paterson Joseph,1190668|1939373|298410|3291|19868,2023
1271,300,2007-03-07,Action|Adventure|War,65000000,456082343,117,8.8507,7.196,14616,en,Prepare for glory!,"A story very loosely based the 480 B.C. Battle of Thermopylae, where the King of Sparta led his army against the advancing Persians.",Gerard Butler|Lena Headey|Dominic West|David Wenham|Vincent Regan,17276|17286|17287|1371|9831,2007
1272,Sunshine,2007-04-05,Science Fiction|Thriller,50000000,34800000,108,5.7126,7.0,4206,en,Dark days are coming.,"Fifty years into the future, the sun is dying, and Earth is threatened by arctic temperatures. A team of astronauts is sent to revive the Sun — but the mission fails. Seven years later, a new team is sent to finish the mission as mankind’s last hope.",Cillian Murphy|Rose Byrne|Chris Evans|Michelle Yeoh|Cliff Curtis,2037|9827|16828|1620|7248,2007
1273,TMNT,2007-03-23,Adventure|Animation|Comedy|Family,34000000,95608995,87,4.7792,6.165,1195,en,A Whole New Breed of Heroes.,"After the defeat of their old arch nemesis, The Shredder, the Turtles have grown apart as a family. Struggling to keep them together, their rat sensei, Splinter, becomes worried when strange things begin to brew in New York City.",James Arnold Taylor|Mitchell Whitfield|Nolan North|Mikey Kelley|Sarah Michelle Gellar,19506|19505|19508|19507|11863,2007
132344,Before Midnight,2013-04-05,Romance|Drama,3000000,11176469,109,2.1921,7.497,2675,en,Everything's better with maturity.,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. They now live in Paris with twin daughters but have spent a summer in Greece at the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",Ethan Hawke|Julie Delpy|Seamus Davey-Fitzpatrick|Jennifer Prior|Charlotte Prior,569|1146|12042|1140264|1140265,2013
230652,Pirates of the Caribbean: Tales of the Code: Wedlocked,2011-10-18,Adventure|Action|Fantasy,0,0,10,2.9548,6.752,113,en,That scoundrel! Thinks he can marry the both of us!,"Wenches Scarlett and Giselle fix each other up for their wedding, in which they would each marry their groom. Upon realizing that both their grooms were the same man, Jack Sparrow, the two wenches found themselves in an auction led by the Auctioneer. This short film serves as a prequel to The Curse of the Black Pearl, and explains just why Jack Sparrow's boat the Jolly Mon was seen sinking at the beginning of the whole story; why the wenches were so upset with him; and how Cotton lost his tongue.",John Vickery|Vanessa Branch|Lauren Maher|David Bailie|Martin Horsey,1212284|2452|2450|1715|1903237,2011
1278,The Dreamers,2003-10-10,Drama|Romance,15000000,15100000,115,6.6826,7.178,3060,en,Together nothing is impossible. Together nothing is forbidden.,"When Isabelle and Theo invite Matthew to stay with them, what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",Michael Pitt|Eva Green|Louis Garrel|Anna Chancellor|Robin Renucci,10692|10912|16269|10731|16349,2003
132363,The Butler,2013-08-16,Drama,25000000,177313795,132,3.0877,7.33,3003,en,One quiet voice can ignite a revolution.,"Cecil Gaines was a sharecropper's son who grew up in the 1920s as a domestic servant for the white family who casually destroyed his. Eventually striking out on his own, Cecil becomes a hotel valet of such efficiency and discreteness in the 1950s that he becomes a butler in the White House itself. There, Cecil would serve numerous US Presidents over the decades as a passive witness of history with the American Civil Rights Movement gaining momentum even as his family has troubles of its own. As his wife, Gloria, struggles with alcoholism and his defiant eldest son, Louis, strives for a just world, Cecil must decide whether he should take action in his own way.",Forest Whitaker|Oprah Winfrey|David Oyelowo|John Cusack|Jane Fonda,2178|13309|35013|3036|6352,2013
787723,13 Minutes,2021-10-29,Action|Drama|Thriller,0,67413,109,1.9448,5.799,251,en,Every second counts.,"As a new day begins in the small American town of Minninnewah, the residents start their day as ordinary as the next. Mother Nature, however, has other plans for them. Inhabitants have just 13 minutes to seek shelter before the largest tornado on record ravages the town, leaving them struggling to protect their loved ones and fighting for their lives. Left to deal with the aftermath, four families must overcome their differences and find strength in each other in order to survive.",Trace Adkins|Anne Heche|Yancey Arias|Thora Birch|Will Peltz,85477|8256|21049|2155|1011103,2021
361743,Top Gun: Maverick,2022-05-21,Action|Drama,170000000,1488732821,131,21.0746,8.152,10755,en,Feel the need... The need for speed.,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",Tom Cruise|Val Kilmer|Miles Teller|Jennifer Connelly|Bashir Salahuddin,500|5576|996701|6161|1241330,2022
656663,Jackass Forever,2022-02-01,Action|Comedy|Documentary,10000000,80340218,96,2.3993,6.799,896,en,Some people never learn.,"The Jackass crew, along with some newcomers, returns for one final round of hilarious, absurd, and dangerous stunts.",Johnny Knoxville|Steve-O|Chris Pontius|Dave England|Jason 'Wee Man' Acuña,9656|56585|56586|86627|78840,2022
787752,Fresh,2022-03-03,Horror|Thriller,1500000,0,114,3.944,6.965,1851,en,It's not for everyone.,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store.",Daisy Edgar-Jones|Sebastian Stan|Jojo T. Gibbs|Charlotte Le Bon|Dayo Okeniyi,2230991|60898|2135069|1021684|1030512,2022
820525,After Everything,2023-09-13,Romance|Drama,14000000,10644463,93,6.8615,6.882,989,en,,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",Hero Fiennes Tiffin|Josephine Langford|Mimi Keene|Stephen Moyer|Louise Lombard,1114487|1753914|1694711|32203|20805,2023
263472,Knock Knock,2015-06-26,Horror|Thriller,10000000,6341684,99,6.6105,5.385,3454,en,One night can cost you everything.,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",Keanu Reeves|Lorenza Izzo|Ana de Armas|Aaron Burns|Colleen Camp,6384|1078608|224513|557303|13023,2015
656690,The Social Dilemma,2020-01-26,Documentary|Drama,0,0,94,2.5097,7.451,1764,en,The technology that connects us also controls us.,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",Tristan Harris|Jeff Seibert|Bailey Richardson|Joe Toscano|Sandy Parakilas,2750818|4485926|4485928|4485929|4485930,2020
132422,Rennie's Landing,2001-06-15,Drama|Action|Comedy,0,0,98,1.3977,4.1,8,en,No rules. Nothing to lose.,"Life is hard. You can't always get what you want. but Alec Nichols has a plan to change all that. It involves his three friends, a bank and five million bucks. Together they swear to risk it all. But is the payoff worth it when there's no turning back?",Charlotte Ayanna|Ethan Embry|Peter Facinelli|Scott Foley|Jeff Anderson,6281|58019|56857|35595|23630,2001
1359,American Psycho,2000-04-13,Thriller|Drama|Crime,7000000,34269748,102,11.7279,7.407,12161,en,Killer looks.,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",Christian Bale|Justin Theroux|Josh Lucas|Bill Sage|Chloë Sevigny,3894|15009|6164|32029|2838,2000
1360,Frida,2002-08-29,Drama|Romance,12000000,56298474,123,2.9323,7.39,2159,en,Prepare to be seduced.,"A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.",Salma Hayek Pinault|Alfred Molina|Mía Maestro|Patricia Reyes Spíndola|Edward Norton,3136|658|6859|16406|819,2002
1365,Monster's Ball,2001-12-26,Drama|Romance,4000000,44900000,113,3.1809,6.789,1075,en,A lifetime of change can happen in a single moment.,A prison guard begins a tentative romance with the unsuspecting widow of a man whose execution he presided over.,Billy Bob Thornton|Heath Ledger|Halle Berry|Sean Combs|Yasiin Bey,879|1810|4587|16450|4239,2001
34134,Barbie in A Mermaid Tale,2010-01-25,Animation|Family|Fantasy,0,16441438,75,2.6527,7.261,806,en,Barbie Makes A Big Splash!,"Barbie stars as Merliah, a surfer who learns a shocking secret: she's a mermaid! She and her dolphin friend set out for an undersea adventure to rescue her mother, the queen of Oceana.",Kelly Sheridan|Kathleen Barr|Tabitha St. Germain|Peter Mel|Nakia Burrise,74358|45923|74360|108338|50097,2010
1372,Blood Diamond,2006-12-08,Drama|Thriller|Action,100000000,171720398,143,7.6589,7.555,8243,en,It will cost you everything.,"An ex-mercenary turned smuggler. A Mende fisherman. Amid the explosive civil war overtaking 1999 Sierra Leone, these men join for two desperate missions: recovering a rare pink diamond of immense value and rescuing the fisherman's son, conscripted as a child soldier into the brutal rebel forces ripping a swath of torture and bloodshed countrywide.",Leonardo DiCaprio|Djimon Hounsou|Jennifer Connelly|Kagiso Kuypers|Arnold Vosloo,6193|938|6161|16742|16743,2006
525661,Bombshell,2019-12-13,Drama,32000000,61404394,109,4.3108,6.778,3175,en,Based on a real scandal.,Bombshell is a revealing look inside the most powerful and controversial media empire of all time; and the explosive story of the women who brought down the infamous man who created it.,Charlize Theron|Margot Robbie|Nicole Kidman|John Lithgow|Allison Janney,6885|234352|2227|12074|19,2019
1378,Shortbus,2006-10-04,Romance|Drama|Comedy,2000000,5557564,101,5.2666,6.26,573,en,Open your mind. And everything else.,"In post-9/11 New York City, an eclectic group of citizens find their lives entangled, personally, romantically, and sexually, at Shortbus, an underground Brooklyn salon infamous for its blend of art, music, politics, and carnality.",Sook-Yin Lee|Paul Dawson|PJ DeBoy|Lindsay Beamish|Jay Brannan,19766|19764|19762|19761|19760,2006
1381,The Fountain,2006-11-22,Drama|Adventure|Science Fiction|Romance,35000000,15304890,96,3.0674,6.91,3063,en,What if you could live forever?,"Spanning over one thousand years, and three parallel stories, The Fountain is a story of love, death, spirituality, and the fragility of our existence in this world.",Hugh Jackman|Rachel Weisz|Ellen Burstyn|Mark Margolis|Stephen McHattie,6968|3293|9560|1173|230,2006
1392,Born into Brothels: Calcutta's Red Light Kids,2004-12-08,Documentary,350000,3529201,85,1.77,6.817,248,en,,"Documentary depicting the lives of child prostitutes in the red light district of Songachi, Calcutta. Director Zana Briski went to photograph the prostitutes when she met and became friends with their children. Briski began giving photography lessons to the children and became aware that their photography might be a way for them to lead better lives.",Zana Briski|Avijit|Geeta Masi|Kochi|Mamuni,53384|1373446|1373447|1373448|1373449,2004
558449,Gladiator II,2024-11-13,Action|Adventure|Drama,310000000,462180717,148,10.8755,6.616,4317,en,Prepare to be entertained.,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",Paul Mescal|Denzel Washington|Pedro Pascal|Connie Nielsen|Joseph Quinn,2326151|5292|1253360|935|1597365,2024
1402,The Pursuit of Happyness,2006-12-14,Drama,55000000,307077295,117,10.2348,7.886,10508,en,"For his son, one man will reach for the impossible.",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Will Smith|Jaden Smith|Thandiwe Newton|Brian Howe|James Karen,2888|120724|9030|1990|14852,2006
820609,No One Will Save You,2023-09-21,Horror|Science Fiction,22800000,0,93,3.3342,6.676,1418,en,A home invasion no one saw coming.,A lonely woman battles extraterrestrials who threaten her future while forcing her to face her past.,Kaitlyn Dever|Elizabeth Kaluev|Zack Duhame|Lauren L. Murray|Geraldine Singer,481337|3956612|186573|3648564|1027298,2023
1422,The Departed,2006-10-04,Drama|Thriller|Crime,90000000,291465000,151,12.8068,8.16,16050,en,"Cops or criminals. When you’re facing a loaded gun, what’s the difference?","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",Leonardo DiCaprio|Matt Damon|Jack Nicholson|Mark Wahlberg|Martin Sheen,6193|1892|514|13240|8349,2006
1427,Perfume: The Story of a Murderer,2006-09-13,Crime|Fantasy|Drama,63700000,135039924,147,5.966,7.368,4949,en,Obsession can cause the unthinkable.,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",Ben Whishaw|Alan Rickman|Rachel Hurd-Wood|Dustin Hoffman|John Hurt,17064|4566|129050|4483|5049,2006
1428,Once Upon a Time in Mexico,2003-09-11,Action|Crime|Thriller|Western,29000000,98769390,102,3.6808,6.292,2368,en,The time has come.,A corrupt CIA agent Sands hires hitman El Mariachi to assassinate a Mexican general hired by a drug kingpin attempting a coup d'état of the President of Mexico.,Antonio Banderas|Johnny Depp|Cheech Marin|Salma Hayek Pinault|Mickey Rourke,3131|85|11159|3136|2295,2003
1429,25th Hour,2002-12-19,Crime|Drama,5000000,23932055,135,2.543,7.324,2547,en,Can you change your whole life in one day?,"On the eve of a seven-year prison sentence, a New York drug dealer spends his final day of freedom confronting his past, his relationships, and the choices that led to his downfall in a city still reeling from 9/11.",Edward Norton|Philip Seymour Hoffman|Barry Pepper|Rosario Dawson|Anna Paquin,819|1233|12834|5916|10690,2002
1430,Bowling for Columbine,2002-10-09,Documentary|Drama,4000000,35564473,120,14.0284,7.511,1678,en,Are we a nation of gun nuts or are we just nuts?,"This is not a film about gun control. It is a film about the fearful heart and soul of the United States, and the 280 million Americans lucky enough to have the right to a constitutionally protected Uzi. From a look at the Columbine High School security camera tapes to the home of Oscar-winning NRA President Charlton Heston, from a young man who makes homemade napalm with The Anarchist's Cookbook to the murder of a six-year-old girl by another six-year-old. Bowling for Columbine is a journey through the US, through our past, hoping to discover why our pursuit of happiness is so riddled with violence.",Michael Moore|George H. W. Bush|George W. Bush|Charlton Heston|Jacobo Árbenz,17087|46432|19011|10017|1335009,2002
1440,Little Children,2006-10-06,Drama|Romance,26000000,14821658,137,3.5241,7.075,1127,en,,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations.",Kate Winslet|Patrick Wilson|Jennifer Connelly|Gregg Edelman|Sadie Goldstein,204|17178|6161|17179|17180,2006
1441,The Contract,2006-04-05,Drama|Action|Thriller|Crime,25000000,5549200,96,2.0245,5.767,554,en,Every killer meets his equal.,"Attempting to recover from a recent family trauma by escaping into the woods for a peaceful hiking trip, an ex-lawman and his young son stumble across a dangerous contract killer.",Morgan Freeman|John Cusack|Alice Krige|Megan Dodds|Corey Johnson,192|3036|2506|17198|17199,2006
1443,The Virgin Suicides,2000-04-21,Drama|Romance,6000000,10409377,97,4.9779,7.13,3572,en,"Beautiful, mysterious, haunting, invariably fatal. Just like life.","A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents.",Kirsten Dunst|Josh Hartnett|James Woods|Kathleen Turner|Michael Paré,205|2299|4512|3391|60650,2000
591273,Fear Street: 1994,2021-06-28,Horror|Mystery,0,0,108,3.2116,6.689,2615,en,Face the evil.,"After a series of brutal slayings, a teen and her friends take on an evil force that's plagued their notorious town for centuries.",Kiana Madeira|Olivia Scott Welch|Benjamin Flores Jr.|Julia Rehwald|Fred Hechinger,142115|1547061|1335308|2280510|2099497,2021
591274,Fear Street: 1978,2021-07-08,Horror|Mystery,10000000,0,111,3.8247,7.186,2199,en,Find the truth.,"In 1978, two rival groups at Camp Nightwing must band together to solve a terrifying mystery when horrors from their towns' history come alive.",Sadie Sink|Emily Rudd|Ryan Simpkins|McCabe Slye|Gillian Jacobs,1590797|1568101|35027|1939736|94098,2021
591275,Fear Street: 1666,2021-07-14,Mystery|Horror,0,0,115,2.2935,7.09,1971,en,End the curse.,"In 1666, a colonial town is gripped by a hysterical witch-hunt that has deadly consequences for centuries to come, and it's up to teenagers in 1994 to finally put an end to their town's curse, before it's too late.",Kiana Madeira|Benjamin Flores Jr.|Olivia Scott Welch|Ashley Zukerman|Darrell Britt-Gibson,142115|1335308|1547061|219960|1307543,2021
