tmdb_id,title,release_date,release_year,release_month,genres,primary_genre,cast_names,cast_ids,budget,revenue,runtime,popularity,vote_average,vote_count,budget_log,revenue_log,budget_norm,revenue_norm,budget_adj,revenue_adj,est_profit_adj,profit_margin,revenue_ratio,actor_prestige_score,prestige_tier,budget_tier,outcome_label,release_window,marketing_ratio,est_marketing_budget
12,Finding Nemo,2003-05-30,2003,5,Animation|Family|Adventure,Animation,Albert Brooks|Ellen DeGeneres|Alexander Gould|Willem Dafoe|Geoffrey Rush,13|14|12|5293|118,94000000.0,940335536.0,100,17.0226,7.817,20421,8.206339236827155,9.206494231147193,0.17503646593040217,0.32162335602641745,160819696.0,1608771008.0,1367541464.0,5.669046342018538,10.004,8.467177996844438,A-list,High,Blockbuster,Summer,0.5,47000000.0
16,Dancer in the Dark,2000-09-01,2000,9,Drama|Crime,Drama,Björk|Catherine Deneuve|David Morse|Peter Stormare|Joel Grey,47|50|52|53|6748,12500000.0,40061153.0,140,3.0415,7.845,1981,7.358906065559314,7.864719504255262,0.005209418628881017,0.01370049558548809,22851045.0,73235138.0,33245809.25,0.8313670243839739,3.205,7.99057835766029,Rising,Low,Hit,Off-season,0.75,9375000.0
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,2003,7,Adventure|Fantasy|Action,Adventure,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,85|118|114|116|1709,140000000.0,655011224.0,143,16.3728,7.821,22054,8.379339418597064,9.049460124371741,0.2708897687018129,0.2240332435413661,239518696.0,1120624529.0,785298354.6,2.341893996211708,4.679,8.35962275910626,A-list,Mega,Hit,Summer,0.4,56000000.0
24,Kill Bill: Vol. 1,2003-10-10,2003,10,Action|Crime,Action,Uma Thurman|Lucy Liu|Vivica A. Fox|Daryl Hannah|David Carradine,139|140|2535|589|141,30000000.0,180906076.0,111,13.7499,7.972,18767,7.710332638847287,8.490664536029675,0.04167534903104814,0.06187399956126704,51325435.0,309502767.0,219683255.75,2.44583000611685,6.03,7.613840993828256,Unknown,Low,Blockbuster,Off-season,0.75,22500000.0
25,Jarhead,2005-11-04,2005,11,Drama|War,Drama,Jake Gyllenhaal|Jamie Foxx|Peter Sarsgaard|Scott MacDonald|Chris Cooper,131|134|133|132|2955,72000000.0,97076152.0,123,6.2652,6.682,3143,8.064659458872228,8.194439514683774,0.12919358199624922,0.03320146319229016,116053825.0,156473038.0,-29213082.0,-0.1573250709315268,1.348,8.178583259003796,A-list,Mid,Flop,Holiday,0.6,43200000.0
35,The Simpsons Movie,2007-07-25,2007,7,Animation|Comedy|Family,Animation,Dan Castellaneta|Julie Kavner|Nancy Cartwright|Yeardley Smith|Hank Azaria,198|199|200|5586|5587,75000000.0,527068851.0,87,6.7628,7.021,8487,8.056491167930984,8.903297253967494,0.13544488435090643,0.18027282759519747,113891462.0,800381891.0,618155551.8,3.392240411094204,7.028,8.035943978465797,Rising,Mid,Blockbuster,Summer,0.6,45000000.0
38,Eternal Sunshine of the Spotless Mind,2004-03-19,2004,3,Science Fiction|Drama|Romance,Science Fiction,Jim Carrey|Kate Winslet|Kirsten Dunst|Mark Ruffalo|Elijah Wood,206|204|205|103|109,20000000.0,72258126.0,108,27.9943,8.091,16200,7.522827247930538,8.080683940569836,0.02083767451552407,0.02471289826061716,33329381.0,120415929.0,62089512.25,1.0645178584539055,3.613,8.18221539121577,A-list,Low,Hit,Off-season,0.75,15000000.0
98357,Broken City,2013-01-18,2013,1,Thriller|Crime|Drama,Thriller,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones|Jeffrey Wright|Barry Pepper,13240|934|1922|2954|12834,56000000.0,34737199.0,109,2.8584,5.948,1561,7.878861308617199,7.671468081106823,0.09585330277141071,0.011879531693265548,75659124.0,46931894.0,-74122704.4,-0.6123080443014381,0.62,8.238594770834597,A-list,Mid,Flop,Off-season,0.6,33600000.0
32823,Get Him to the Greek,2010-06-03,2010,6,Adventure|Comedy|Music,Adventure,Jonah Hill|Russell Brand|Rose Byrne|Elisabeth Moss|Tyler McKinney,21007|59919|9827|32798|3856045,40000000.0,90029656.0,109,2.3818,5.978,1915,7.761433528460187,8.113759128949736,0.0625130235465722,0.030791334407802066,57734250.0,129944867.0,37570067.0,0.40671337854046774,2.251,8.170497023425007,A-list,Mid,Break-even,Summer,0.6,24000000.0
58,Pirates of the Caribbean: Dead Man's Chest,2006-07-06,2006,7,Adventure|Fantasy|Action,Adventure,Johnny Depp|Orlando Bloom|Keira Knightley|Jack Davenport|Bill Nighy,85|114|116|1709|2440,200000000.0,1066179747.0,151,16.6189,7.375,17015,8.49456867312196,9.221369105910172,0.39591581579495727,0.3646661329317466,312297619.0,1664826982.0,1227610315.4,2.807784810552783,5.331,8.184301746061921,A-list,Mega,Blockbuster,Summer,0.4,80000000.0
59,A History of Violence,2005-09-23,2005,9,Drama|Thriller|Crime,Drama,Viggo Mortensen|Maria Bello|Ed Harris|William Hurt|Ashton Holmes,110|49|228|227|225,32000000.0,61477797.0,96,15.3327,7.165,3672,7.712476942631955,7.996045260076265,0.04584288393415295,0.021025678225417843,51579478.0,99093521.0,8829434.5,0.09781780154613319,1.921,8.149996102979207,Established,Low,Flop,Off-season,0.75,24000000.0
65,8 Mile,2002-11-08,2002,11,Drama|Music,Drama,Eminem|Kim Basinger|Mekhi Phifer|Brittany Murphy|Evan Jones,325|326|327|328|333,41000000.0,242875078.0,111,6.6037,7.1,7755,7.855781900048112,8.628380995162171,0.06459679099812461,0.08306939589246497,71743391.0,424992235.0,310202809.4,2.7023639832552657,5.924,7.6067395672963825,Unknown,Mid,Blockbuster,Holiday,0.6,24600000.0
69,Walk the Line,2005-09-13,2005,9,Drama|Music|Romance,Drama,Joaquin Phoenix|Reese Witherspoon|Ginnifer Goodwin|Robert Patrick|Dallas Roberts,73421|368|417|418|424,28000000.0,186800000.0,136,3.6154,7.497,3110,7.65448499324858,8.478703833573777,0.03750781412794332,0.0638899115671754,45132043.0,301095201.0,222114125.75,2.812244895969557,6.671,8.19051335229711,A-list,Low,Blockbuster,Off-season,0.75,21000000.0
70,Million Dollar Baby,2004-12-05,2004,12,Drama,Drama,Clint Eastwood|Hilary Swank|Morgan Freeman|Jay Baruchel|Mike Colter,190|448|192|449|450,30000000.0,216763646.0,132,6.6969,7.952,10275,7.698918502642759,8.557783694494045,0.04167534903104814,0.07413844441425455,49994071.0,361229903.0,273740278.75,3.1288313453923653,7.225,7.951053229043975,Rising,Low,Blockbuster,Holiday,0.75,22500000.0
74,War of the Worlds,2005-06-28,2005,6,Adventure|Thriller|Science Fiction,Adventure,Tom Cruise|Dakota Fanning|Justin Chatwin|Miranda Otto|Tim Robbins,500|501|503|502|504,132000000.0,603873119.0,117,8.0859,6.533,9081,8.327900893987007,8.98827265979358,0.25421962908939366,0.20654236313148935,212765346.0,973358128.0,654210109.0,2.0498642324331646,4.575,8.24844730015189,A-list,High,Hit,Summer,0.5,66000000.0
426063,Nosferatu,2024-12-25,2024,12,Horror|Fantasy,Horror,Lily-Rose Depp|Nicholas Hoult|Bill Skarsgård|Aaron Taylor-Johnson|Willem Dafoe,1459885|3292|137905|27428|5293,50000000.0,181764515.0,133,8.8942,6.71,3566,7.698964488761074,8.259503582591247,0.08335069806209627,0.06216761337210681,49999365.0,181762205.0,94263316.25,1.0773087246779463,3.635,7.288534343147393,Unknown,Low,Hit,Holiday,0.75,37500000.0
524369,The Many Saints of Newark,2021-09-22,2021,9,Crime|Drama,Crime,Alessandro Nivola|Leslie Odom Jr.|Michael Gandolfini|Ray Liotta|Michela De Rossi,4941|1254614|1900369|11477|1977918,50000000.0,13037403.0,120,2.2543,6.307,743,7.764190207489432,7.1804112855200195,0.08335069806209627,0.004457501941581902,58101883.0,15149953.0,-77813059.80000001,-0.8370324654538305,0.261,8.001568917957005,Rising,Mid,Flop,Off-season,0.6,30000000.0
82,Miami Vice,2006-07-27,2006,7,Action|Crime|Thriller,Action,Colin Farrell|Jamie Foxx|Naomie Harris|Gong Li|John Ortiz,72466|134|2038|643|40543,135000000.0,163800000.0,132,3.5196,6.0,1938,8.323872446313521,8.407852574948599,0.26047093144405087,0.056023170133812444,210800893.0,255771750.0,-60429589.5,-0.19111111165928504,1.213,8.025937638190905,Rising,High,Flop,Summer,0.5,67500000.0
32856,Valentine's Day,2010-02-10,2010,2,Comedy|Romance,Comedy,Ashton Kutcher|Jamie Foxx|Jennifer Garner|Bradley Cooper|Julia Roberts,18976|134|9278|51329|1204,52000000.0,216528528.0,125,4.0978,5.92,3147,7.875376880767024,8.49488866313654,0.08751823296520109,0.07405802647893588,75054525.0,312527806.0,192440566.0,1.6025063612087347,4.164,8.074022503885395,Established,Mid,Hit,Off-season,0.6,31200000.0
98,Gladiator,2000-05-04,2000,5,Action|Drama|Adventure,Action,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Richard Harris,934|73421|935|936|194,103000000.0,465516248.0,155,16.805,8.224,20718,8.274833282330702,8.9299309022617,0.19379037299437382,0.15921985314513482,188292613.0,851002630.0,568563710.5,2.013050154371519,4.52,7.976579025335351,Rising,High,Hit,Summer,0.5,51500000.0
107,Snatch,2000-09-01,2000,9,Crime|Comedy,Crime,Jason Statham|Alan Ford|Stephen Graham|Brad Pitt|Dennis Farina,976|1116|1115|287|1117,100000000.0,83557872.0,103,8.6575,7.819,9874,8.261996057302621,8.183983428053407,0.18753907063971662,0.028577775653864,182808362.0,152750777.0,-121461766.0,-0.4429475204567867,0.836,8.02208449047974,Rising,High,Flop,Off-season,0.5,50000000.0
116,Match Point,2005-10-26,2005,10,Drama|Romance|Thriller,Drama,Jonathan Rhys Meyers|Scarlett Johansson|Emily Mortimer|Matthew Goode|Brian Cox,1244|1245|1246|1247|1248,15000000.0,85638656.0,124,4.8335,7.359,4346,7.383418217754459,8.139996805161916,0.010418837257762034,0.02928947085850221,24177880.0,138037411.0,95726121.0,2.262425017058095,5.709,7.7233155384578245,Unknown,Low,Blockbuster,Off-season,0.75,11250000.0
118,Charlie and the Chocolate Factory,2005-07-13,2005,7,Adventure|Comedy|Family|Fantasy,Adventure,Johnny Depp|Freddie Highmore|David Kelly|Helena Bonham Carter|Noah Taylor,85|1281|1282|1283|1284,150000000.0,475000000.0,115,9.6576,7.038,16029,8.383418221346952,8.884020571916139,0.2917274432173369,0.16246360204957563,241778802.0,765632873.0,427142550.20000005,1.2619047619047623,3.167,8.046046469142302,Rising,Mega,Hit,Summer,0.4,60000000.0
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,2001,12,Adventure|Fantasy|Action,Adventure,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Ian Holm,109|1327|110|1328|65,93000000.0,871368364.0,179,28.8794,8.431,27311,8.218293593068012,9.190012432402195,0.17295269847884975,0.29803435996057964,165307894.0,1548860957.0,1300899116.0,5.246368194209366,9.37,8.518552554065394,A-list,High,Blockbuster,Holiday,0.5,46500000.0
121,The Lord of the Rings: The Two Towers,2002-12-18,2002,12,Adventure|Fantasy|Action,Adventure,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis,109|1327|110|1328|1333,79000000.0,926287400.0,179,19.3353,8.415,23689,8.140625132779798,9.209743798509972,0.14377995415711606,0.31681844065542974,138237265.0,1620853632.0,1413497734.5,6.816771317054052,11.725,8.516036306619831,A-list,High,Blockbuster,Holiday,0.5,39500000.0
122,The Lord of the Rings: The Return of the King,2003-12-17,2003,12,Adventure|Fantasy|Action,Adventure,Elijah Wood|Ian McKellen|Viggo Mortensen|Sean Astin|Andy Serkis,109|1327|110|1328|1333,94000000.0,1118888979.0,201,25.5752,8.496,26313,8.206339236827155,9.281998378298393,0.17503646593040217,0.3826943894228397,160819696.0,1914248777.0,1673019233.0,6.935382811153513,11.903,8.506822023086208,A-list,High,Blockbuster,Holiday,0.5,47000000.0
688258,Occupation: Rainfall,2020-10-30,2020,10,Science Fiction|Action,Science Fiction,Dan Ewing|Jet Tranter|Temuera Morrison|Ken Jeong|Jason Isaacs,1231108|1527566|7242|83586|11355,25000000.0,343414.0,128,1.863,6.1,273,7.483004937823206,5.620883189970036,0.0312565117732861,0.00011574849719261274,30409196.0,417718.0,-52798375.0,-0.9921505323586983,0.014,8.065386789819016,Established,Low,Flop,Off-season,0.75,18750000.0
134,"O Brother, Where Art Thou?",2000-08-30,2000,8,Adventure|Comedy|Crime,Adventure,George Clooney|John Turturro|Tim Blake Nelson|John Goodman|Holly Hunter,1461|1241|1462|1230|18686,26000000.0,71877090.0,107,4.6132,7.327,4550,7.676969404176971,8.118586543734077,0.03334027922483851,0.024582571665451816,47530174.0,131397331.0,48219526.5,0.5797162691400445,2.765,8.148427706239278,Established,Low,Break-even,Summer,0.75,19500000.0
142,Brokeback Mountain,2005-10-22,2005,10,Drama|Romance,Drama,Heath Ledger|Jake Gyllenhaal|Michelle Williams|Anne Hathaway|Randy Quaid,1810|131|1812|1813|1811,14000000.0,178043761.0,134,7.2862,7.785,7488,7.353455007207352,8.457853721154683,0.008335069806209627,0.060894995561013285,22566022.0,286981381.0,247490842.5,6.267092116254632,12.717,8.033720700204308,Rising,Low,Blockbuster,Off-season,0.75,10500000.0
458897,Charlie's Angels,2019-11-14,2019,11,Action|Adventure|Comedy,Action,Kristen Stewart|Naomi Scott|Ella Balinska|Elizabeth Banks|Patrick Stewart,37917|240724|2092879|9281|2387,48000000.0,73279888.0,118,4.2345,6.384,3123,7.771539713209848,7.955283273774931,0.07918316315899146,0.025062373802375238,59093500.0,90215939.0,-4333661.0,-0.04583478935923579,1.527,8.246309133732074,A-list,Mid,Flop,Holiday,0.6,28800000.0
524434,Eternals,2021-11-03,2021,11,Science Fiction|Action|Adventure,Science Fiction,Gemma Chan|Richard Madden|Angelina Jolie|Salma Hayek Pinault|Kumail Nanjiani,97576|512991|11701|3136|466505,200000000.0,402064899.0,156,10.3873,6.774,9046,8.366250195080042,8.669516360047405,0.39591581579495727,0.13751744635465335,232407530.0,467214551.0,141844009.0,0.4359460697582143,2.01,8.19742609909995,A-list,Mega,Break-even,Holiday,0.4,80000000.0
155,The Dark Knight,2008-07-16,2008,7,Action|Crime|Thriller,Action,Christian Bale|Heath Ledger|Aaron Eckhart|Michael Caine|Maggie Gyllenhaal,3894|1810|6383|3895|1579,185000000.0,1004558444.0,152,31.8707,8.528,35471,8.432156904050222,9.16696038415997,0.36465930402167124,0.3435896608670547,270493544.0,1468792290.0,1090101328.4,2.8786040305642198,5.43,8.040359831683508,Rising,Mega,Blockbuster,Summer,0.4,74000000.0
161,Ocean's Eleven,2001-12-07,2001,12,Thriller|Crime,Thriller,George Clooney|Brad Pitt|Andy Garcia|Matt Damon|Julia Roberts,1461|287|1271|1892|1204,85000000.0,450717150.0,116,11.4931,7.457,12444,8.179229569919288,8.903714727675885,0.1562825588664305,0.15415808456196095,151087860.0,801151643.0,574519853.0,2.535036470391025,5.303,8.163426749489249,A-list,High,Blockbuster,Holiday,0.5,42500000.0
163,Ocean's Twelve,2004-12-09,2004,12,Thriller|Crime,Thriller,George Clooney|Julia Roberts|Brad Pitt|Matt Damon|Catherine Zeta-Jones,1461|1204|287|1892|1922,110000000.0,362744280.0,125,7.6176,6.566,7824,8.263189931501882,8.781397820375393,0.20837674515524068,0.1240685271080108,183311593.0,604502109.0,329534719.5,1.1984501874903242,3.298,8.26611282394161,A-list,High,Hit,Holiday,0.5,55000000.0
167,K-PAX,2001-10-26,2001,10,Science Fiction|Drama|Mystery,Science Fiction,Jeff Bridges|Kevin Spacey|Mary McCormack|Alfre Woodard|David Patrick Kelly,1229|1979|1980|1981|1737,48000000.0,50315140.0,120,4.3816,7.206,2713,7.931051880083474,7.951509327458372,0.07918316315899146,0.01720768968940397,85320203.0,89435374.0,-47076950.80000001,-0.34485494895036767,1.048,8.085420905719149,Established,Mid,Flop,Off-season,0.6,28800000.0
179,The Interpreter,2005-04-08,2005,4,Crime|Thriller,Crime,Nicole Kidman|Sean Penn|Catherine Keener|Jesper Christensen|Yvan Attal,2227|2228|2229|2244|2245,80000000.0,162944923.0,128,3.2116,6.312,1546,8.110416947936029,8.419367794830897,0.14586372160866848,0.05573070623535089,128948694.0,262644188.0,56326277.599999994,0.2730072124654477,2.037,7.811306167157603,Unknown,Mid,Break-even,Off-season,0.6,48000000.0
180,Minority Report,2002-06-20,2002,6,Science Fiction|Action|Thriller,Science Fiction,Tom Cruise|Samantha Morton|Colin Farrell|Max von Sydow|Kathryn Morris,500|2206|72466|2201|2208,102000000.0,358372926.0,145,6.4092,7.352,9521,8.251598214852903,8.797333234850509,0.19170660554282143,0.12257338312402398,178483558.0,627094851.0,359369514.0,1.3423067014385717,3.513,8.029038569872144,Rising,High,Hit,Summer,0.5,51000000.0
186,Lucky Number Slevin,2006-02-24,2006,2,Drama|Thriller|Crime|Mystery,Drama,Josh Hartnett|Morgan Freeman|Ben Kingsley|Lucy Liu|Bruce Willis,2299|192|2282|140|62,27000000.0,56300000.0,110,3.8858,7.478,4413,7.624902446097925,7.944047073551763,0.035424046676390916,0.019254704738746433,42160179.0,87911780.0,14131466.75,0.1915343826491547,2.085,7.899577351446815,Unknown,Low,Break-even,Off-season,0.75,20250000.0
187,Sin City,2005-04-01,2005,4,Crime|Thriller,Crime,Bruce Willis|Jessica Alba|Clive Owen|Mickey Rourke|Rutger Hauer,62|56731|2296|2295|585,40000000.0,158733820.0,124,6.4873,7.463,8755,7.809386952272049,8.407996429180024,0.0625130235465722,0.05429037325925267,64474347.0,255856485.0,152697529.8,1.4802159396046308,3.968,7.716709203363783,Unknown,Mid,Hit,Off-season,0.6,24000000.0
189,Sin City: A Dame to Kill For,2014-08-20,2014,8,Action|Crime|Thriller,Action,Jessica Alba|Bruce Willis|Mickey Rourke|Josh Brolin|Joseph Gordon-Levitt,56731|62|2295|16851|24045,65000000.0,39407616.0,102,5.4193,6.403,4123,7.936744304705507,7.71941111026679,0.11460720983538236,0.013476964863916972,86445881.0,52409632.0,-85903777.6,-0.6210806157438548,0.606,7.735525998180446,Unknown,Mid,Flop,Summer,0.6,39000000.0
201,Star Trek: Nemesis,2002-12-13,2002,12,Science Fiction|Action|Adventure|Thriller,Science Fiction,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn,2387|2388|1213786|2390|2391,60000000.0,67336470.0,116,2.6604,6.299,1564,8.021149292501331,8.071248388128579,0.10418837257762034,0.02302953325296675,104990328.0,117827968.0,-50156556.80000001,-0.2985784366727572,1.122,8.230132523962379,A-list,Mid,Flop,Holiday,0.6,36000000.0
205,Hotel Rwanda,2004-12-22,2004,12,Drama|History|War,Drama,Don Cheadle|Sophie Okonedo|Nick Nolte|Fana Mokoena|Desmond Dube,1896|2598|1733|2607|2602,17500000.0,38000000.0,122,4.4377,7.72,3134,7.4648352953684025,7.801580842711082,0.01562825588664305,0.012995514815679378,29163208.0,63325823.0,12290209.0,0.2408163248511128,2.171,8.212544922933299,A-list,Low,Break-even,Holiday,0.75,13125000.0
214,Saw III,2006-10-26,2006,10,Horror|Thriller|Crime,Horror,Tobin Bell|Shawnee Smith|Angus Macfadyen|Bahar Soomekh|Donnie Wahlberg,2144|2138|2464|2677|2680,10000000.0,164874275.0,108,4.4056,6.418,4890,7.19353867884862,8.410691576999142,0.0,0.056390606814391835,15614881.0,257449218.0,230123176.25,8.421387127903367,16.487,7.757276448540747,Unknown,Low,Blockbuster,Off-season,0.75,7500000.0
217,Indiana Jones and the Kingdom of the Crystal Skull,2008-05-21,2008,5,Adventure|Action,Adventure,Harrison Ford|Cate Blanchett|Karen Allen|Shia LaBeouf|Ray Winstone,3|112|650|10959|5538,185000000.0,786636033.0,122,5.8808,6.021,8956,8.432156904050222,9.06075901152139,0.36465930402167124,0.2690531713074003,270493544.0,1150161991.0,771471029.4000001,2.037204759628993,4.252,8.075997678518616,Established,Mega,Hit,Summer,0.4,74000000.0
32985,Solomon Kane,2009-12-23,2009,12,Adventure|Fantasy|Action,Adventure,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,17648|4935|2506|1711|2201,45000000.0,19700000.0,104,3.0873,6.032,1509,7.819814423334064,7.461068130946782,0.07293186080433424,0.006736324892612327,66041119.0,28911334.0,-76754456.4,-0.7263888918962745,0.438,7.287029691599348,Unknown,Mid,Flop,Holiday,0.6,27000000.0
65754,The Girl with the Dragon Tattoo,2011-12-14,2011,12,Thriller|Crime|Mystery,Thriller,Daniel Craig|Rooney Mara|Christopher Plummer|Stellan Skarsgård|Robin Wright,8784|108916|290|1640|32,90000000.0,232617430.0,158,6.2532,7.383,7531,8.100282260621203,8.51268200332267,0.16670139612419255,0.07956094960853223,125974389.0,325598206.0,124039183.6,0.6153988153099913,2.585,7.937170618977338,Rising,Mid,Break-even,Holiday,0.6,54000000.0
65759,Happy Feet Two,2011-11-17,2011,11,Animation|Comedy|Family,Animation,Elijah Wood|Robin Williams|P!nk|E. G. Daily|Johnny A. Sanchez,109|2157|77271|15274|59783,130000000.0,150406466.0,99,4.8948,6.2,1711,8.259983102693141,8.323306256720986,0.2500520941862888,0.05144214974872742,181963006.0,210526251.0,-62418258.0,-0.22868479101735656,1.157,8.38912781190944,A-list,High,Flop,Holiday,0.5,65000000.0
231,Syriana,2005-11-23,2005,11,Drama|Thriller,Drama,George Clooney|Matt Damon|Jeffrey Wright|Chris Cooper|Amanda Peet,1461|1892|2954|2955|2956,50000000.0,93974620.0,128,3.2388,6.4,1477,7.90629696662729,8.180337540700785,0.08335069806209627,0.03214063926658142,80592934.0,151473807.0,22525112.599999994,0.17468275041333023,1.879,8.234317626395656,A-list,Mid,Flop,Holiday,0.6,30000000.0
393457,Fences,2016-12-16,2016,12,Drama,Drama,Denzel Washington|Viola Davis|Stephen McKinley Henderson|Jovan Adepo|Russell Hornsby,5292|19492|196179|1607522|62649,24000000.0,64400000.0,139,3.0645,6.88,2794,7.498029205297686,7.926703830945892,0.029172744321733696,0.022025165852235126,31479600.0,84470260.0,29380960.0,0.5333333333333333,2.683,8.157870127037663,A-list,Low,Break-even,Holiday,0.75,18000000.0
243,High Fidelity,2000-03-17,2000,3,Drama|Comedy|Romance|Music,Drama,John Cusack|Iben Hjejle|Todd Louiso|Jack Black|Lisa Bonet,3036|1562|3230|70851|3232,30000000.0,47100000.0,113,2.7873,7.136,2169,7.739117315189859,7.935016966943384,0.04167534903104814,0.01610800816540125,54842509.0,86102739.0,-9871651.75,-0.10285714421167086,1.57,7.967839420197315,Rising,Low,Flop,Off-season,0.75,22500000.0
98548,People Like Us,2012-06-29,2012,6,Drama,Drama,Chris Pine|Elizabeth Banks|Olivia Wilde|Michelle Pfeiffer|Mark Duplass,62064|9281|59315|1160|45407,16000000.0,12434778.0,114,1.6757,6.786,653,7.3411772946394125,7.231695369959708,0.012502604709314441,0.004251384765221887,21937003.0,17048861.0,-21340894.25,-0.5559007633944215,0.777,8.062937067307546,Established,Low,Flop,Summer,0.75,12000000.0
245,About a Boy,2002-04-26,2002,4,Drama|Comedy|Romance,Drama,Hugh Grant|Nicholas Hoult|Toni Collette|Rachel Weisz|Natalia Tena,3291|3292|3051|3293|3300,27000000.0,129000000.0,101,2.5253,6.695,2376,7.674361809953581,8.353587752032144,0.035424046676390916,0.04412044831289805,47245648.0,225729205.0,143049321.0,1.7301587046251783,4.778,7.936327531453711,Rising,Low,Hit,Off-season,0.75,20250000.0
254,King Kong,2005-12-12,2005,12,Adventure|Drama|Action,Adventure,Naomi Watts|Adrien Brody|Jack Black|Andy Serkis|Colin Hanks,3489|3490|70851|1333|3492,207000000.0,562363449.0,188,9.7204,6.886,8428,8.523297308060581,8.957344047825094,0.41050218795582416,0.19234471787608834,333654747.0,906450406.0,439333760.20000005,0.9405225956946621,2.717,7.815676669112701,Unknown,Mega,Break-even,Holiday,0.4,82800000.0
257,Oliver Twist,2005-09-23,2005,9,Crime|Drama|Family,Crime,Barney Clark|Ben Kingsley|Jamie Foreman|Harry Eden|Edward Hardwicke,3542|2282|3543|3544|3545,50000000.0,42580321.0,130,1.8988,6.7,1234,7.90629696662729,7.836535893412457,0.08335069806209627,0.014562132249975138,80592934.0,68633460.0,-60315234.400000006,-0.4677459875080364,0.852,8.025392009951577,Rising,Mid,Flop,Off-season,0.6,30000000.0
196867,Annie,2014-12-18,2014,12,Comedy|Drama|Family,Comedy,Quvenzhané Wallis|Jamie Foxx|Rose Byrne|Cameron Diaz|Bobby Cannavale,1055235|134|9827|6941|21127,65000000.0,136853506.0,118,9.8005,6.238,1343,7.936744304705507,8.260086874363836,0.11460720983538236,0.04680660053234868,86445881.0,182006490.0,43693080.400000006,0.3158990912476212,2.105,8.135177231889621,Established,Mid,Break-even,Holiday,0.6,39000000.0
98566,Teenage Mutant Ninja Turtles,2014-08-07,2014,8,Science Fiction|Action|Adventure|Comedy,Science Fiction,Pete Ploszek|Alan Ritchson|Jeremy Howard|Noel Fisher|Megan Fox,1163622|64295|15034|80352|19537,125000000.0,485004754.0,101,7.2919,5.9,7144,8.22074096147262,8.809576942654653,0.2396332569285268,0.16588555043315842,166242079.0,645025587.0,395662468.5,1.586692013157511,3.88,8.26040423532667,A-list,High,Hit,Summer,0.5,62500000.0
272,Batman Begins,2005-06-10,2005,6,Drama|Crime|Action,Drama,Christian Bale|Michael Caine|Liam Neeson|Katie Holmes|Gary Oldman,3894|3895|3896|3897|64,150000000.0,374218673.0,140,12.09,7.722,22434,8.383418221346952,8.7804524164856,0.2917274432173369,0.12799313940521906,241778802.0,603187616.0,264697293.20000005,0.7819936800863841,2.495,7.943521136095069,Rising,Mega,Break-even,Summer,0.4,60000000.0
277,Underworld,2003-09-19,2003,9,Fantasy|Action|Thriller,Fantasy,Kate Beckinsale|Scott Speedman|Michael Sheen|Shane Brolly|Bill Nighy,3967|100|3968|3969|2440,22000000.0,95708457.0,122,4.9931,6.8,6540,7.575634061103656,8.214161698001833,0.025005209418628882,0.03273366741295524,37638652.0,163742606.0,97874965.0,1.4859339656630484,4.35,7.702256515467011,Unknown,Low,Hit,Off-season,0.75,16500000.0
285,Pirates of the Caribbean: At World's End,2007-05-19,2007,5,Adventure|Fantasy|Action,Adventure,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,85|118|114|116|1709,300000000.0,961691209.0,169,12.9211,7.266,15340,8.658551158305638,9.16446554920643,0.6042925609501979,0.32892768461887184,455565847.0,1460378899.0,822586713.2,1.2897409712980528,3.206,8.348289552558397,A-list,Mega,Hit,Summer,0.4,120000000.0
296,Terminator 3: Rise of the Machines,2003-07-02,2003,7,Action|Thriller|Science Fiction,Action,Arnold Schwarzenegger|Nick Stahl|Claire Danes|Kristanna Loken|Earl Boen,1100|6408|6194|7218|2716,200000000.0,435000000.0,109,7.3383,6.2,7173,8.53424137767621,8.87170063903981,0.39591581579495727,0.14878231260024874,342169565.0,744218804.0,265181413.00000006,0.5535714288323688,2.175,8.101082831414873,Established,Mega,Break-even,Summer,0.4,80000000.0
298,Ocean's Thirteen,2007-06-05,2007,6,Crime|Thriller,Crime,George Clooney|Brad Pitt|Al Pacino|Matt Damon|Don Cheadle,1461|287|1158|1892|1896,85000000.0,311312624.0,122,5.32,6.724,6824,8.110848829356346,8.6746266355426,0.1562825588664305,0.10647724279315555,129076990.0,472744664.0,266221480.0,1.2890634109146797,3.663,8.094072588796498,Established,Mid,Hit,Summer,0.6,51000000.0
